ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ »ó´ë½Àµµ(%),ÀÏ ÃÖ½É½ÅÀû¼³(cm),Æò±Õ Àü¿î·®(1/10),¾È°³ °è¼Ó½Ã°£(hr)
116,°ü¾Ç»ê,1983-07-01,19.3,25.5,0.0,1.6,79.3,,7.5,
116,°ü¾Ç»ê,1983-07-02,16.7,22.2,49.5,3.6,96.8,,10.0,13.83
116,°ü¾Ç»ê,1983-07-03,16.9,21.0,28.2,9.5,92.3,,10.0,22.75
116,°ü¾Ç»ê,1983-07-04,18.1,24.1,,7.0,88.3,,7.0,9.85
116,°ü¾Ç»ê,1983-07-05,15.6,19.9,0.3,4.9,97.5,,8.3,14.88
116,°ü¾Ç»ê,1983-07-06,15.2,19.2,,1.7,88.3,,10.0,
116,°ü¾Ç»ê,1983-07-07,15.2,22.4,,1.2,75.5,,5.3,
116,°ü¾Ç»ê,1983-07-08,15.9,21.7,,1.9,81.3,,8.3,
116,°ü¾Ç»ê,1983-07-09,16.6,24.0,,4.0,90.8,,8.3,
116,°ü¾Ç»ê,1983-07-10,16.8,22.3,2.2,1.6,89.0,,8.8,
116,°ü¾Ç»ê,1983-07-11,17.8,25.0,,1.9,85.3,,4.8,
116,°ü¾Ç»ê,1983-07-12,18.0,24.9,,3.2,75.8,,7.5,
116,°ü¾Ç»ê,1983-07-13,17.9,24.7,,1.8,72.0,,8.0,
116,°ü¾Ç»ê,1983-07-14,16.4,20.6,48.4,3.5,94.3,,9.3,14.58
116,°ü¾Ç»ê,1983-07-15,17.8,23.5,0.0,3.2,86.0,,10.0,10.92
116,°ü¾Ç»ê,1983-07-16,17.9,22.7,0.2,5.3,85.0,,9.5,11.22
116,°ü¾Ç»ê,1983-07-17,16.0,25.2,,3.4,75.3,,3.8,3.52
116,°ü¾Ç»ê,1983-07-18,17.6,23.7,,3.4,85.3,,8.8,9.87
116,°ü¾Ç»ê,1983-07-19,16.4,20.9,60.2,3.9,85.0,,10.0,10.25
116,°ü¾Ç»ê,1983-07-20,16.2,21.0,19.4,8.4,94.0,,10.0,11.58
116,°ü¾Ç»ê,1983-07-21,16.9,23.9,,2.0,86.8,,10.0,5.33
116,°ü¾Ç»ê,1983-07-22,19.0,25.4,,2.3,88.8,,7.8,4.58
116,°ü¾Ç»ê,1983-07-23,20.2,24.3,,2.3,90.3,,9.3,15.95
116,°ü¾Ç»ê,1983-07-24,20.2,22.7,27.7,4.3,96.0,,10.0,24.0
116,°ü¾Ç»ê,1983-07-25,21.9,22.9,0.9,7.6,96.8,,10.0,24.0
116,°ü¾Ç»ê,1983-07-26,22.5,24.2,0.0,8.3,93.8,,9.3,12.5
116,°ü¾Ç»ê,1983-07-27,21.9,24.2,3.0,5.8,94.3,,8.8,14.75
116,°ü¾Ç»ê,1983-07-28,21.6,24.9,0.0,4.2,92.5,,10.0,18.2
116,°ü¾Ç»ê,1983-07-29,21.9,24.7,69.7,7.2,95.8,,10.0,24.0
116,°ü¾Ç»ê,1983-07-30,22.4,23.9,2.7,8.6,95.0,,10.0,24.0
116,°ü¾Ç»ê,1983-07-31,22.6,27.2,,7.8,91.0,,9.5,11.88
116,°ü¾Ç»ê,1983-08-01,23.2,26.1,18.1,6.5,95.5,,10.0,16.83
116,°ü¾Ç»ê,1983-08-02,22.0,29.1,,7.0,88.3,,9.5,10.33
116,°ü¾Ç»ê,1983-08-03,23.0,29.2,0.0,6.5,86.3,,5.0,7.33
116,°ü¾Ç»ê,1983-08-04,22.8,31.9,,3.4,82.5,,0.8,
116,°ü¾Ç»ê,1983-08-05,23.1,32.5,,3.4,67.5,,0.0,
116,°ü¾Ç»ê,1983-08-06,23.3,32.0,,2.6,65.8,,1.0,0.78
116,°ü¾Ç»ê,1983-08-07,22.2,29.4,,3.1,83.8,,9.3,8.08
116,°ü¾Ç»ê,1983-08-08,22.1,27.1,1.4,2.2,80.8,,9.3,
116,°ü¾Ç»ê,1983-08-09,20.7,24.6,31.3,2.2,84.0,,9.5,7.83
116,°ü¾Ç»ê,1983-08-10,20.4,24.8,1.7,1.1,88.0,,6.8,7.42
116,°ü¾Ç»ê,1983-08-11,21.0,29.8,,1.6,77.8,,3.3,
116,°ü¾Ç»ê,1983-08-12,22.4,29.2,15.2,1.2,80.0,,4.3,
116,°ü¾Ç»ê,1983-08-13,21.0,29.5,,1.0,72.5,,1.5,
116,°ü¾Ç»ê,1983-08-14,22.6,29.0,,1.1,72.8,,7.3,
116,°ü¾Ç»ê,1983-08-15,20.0,28.6,,3.5,62.8,,5.5,
116,°ü¾Ç»ê,1983-08-16,19.1,29.3,,3.9,68.5,,2.5,
116,°ü¾Ç»ê,1983-08-17,20.3,30.4,,2.5,72.3,,1.3,
116,°ü¾Ç»ê,1983-08-18,20.1,30.4,,2.0,58.8,,1.5,
116,°ü¾Ç»ê,1983-08-19,18.3,27.6,,1.4,58.8,,6.8,
116,°ü¾Ç»ê,1983-08-20,18.0,21.7,0.8,1.7,68.3,,9.0,
116,°ü¾Ç»ê,1983-08-21,16.7,23.9,0.4,1.0,78.3,,10.0,
116,°ü¾Ç»ê,1983-08-22,15.3,25.2,2.1,1.5,73.3,,10.0,4.13
116,°ü¾Ç»ê,1983-08-23,15.6,17.8,24.8,1.8,93.3,,10.0,4.03
116,°ü¾Ç»ê,1983-08-24,14.8,17.9,19.3,3.9,93.0,,10.0,17.22
116,°ü¾Ç»ê,1983-08-25,16.4,22.8,0.2,1.5,83.5,,10.0,
116,°ü¾Ç»ê,1983-08-26,16.7,26.0,11.5,2.5,80.0,,7.0,6.5
116,°ü¾Ç»ê,1983-08-27,19.3,26.0,12.6,2.7,80.8,,9.5,8.17
116,°ü¾Ç»ê,1983-08-28,20.5,22.9,13.9,4.8,94.8,,10.0,24.0
116,°ü¾Ç»ê,1983-08-29,19.2,24.6,,5.3,89.0,,9.0,18.25
116,°ü¾Ç»ê,1983-08-30,20.1,25.2,,7.2,90.3,,10.0,17.7
116,°ü¾Ç»ê,1983-08-31,20.6,26.6,,4.0,87.8,,9.0,13.0
116,°ü¾Ç»ê,1983-09-01,20.7,28.0,15.2,1.2,81.0,,9.3,11.5
116,°ü¾Ç»ê,1983-09-02,19.9,24.1,41.2,6.0,94.3,,10.0,24.0
116,°ü¾Ç»ê,1983-09-03,18.7,23.2,,3.2,89.0,,10.0,7.12
116,°ü¾Ç»ê,1983-09-04,18.4,22.7,,1.6,82.8,,10.0,4.95
116,°ü¾Ç»ê,1983-09-05,16.9,20.2,27.6,1.8,94.8,,9.5,15.63
116,°ü¾Ç»ê,1983-09-06,16.7,25.7,,3.7,82.0,,7.3,
116,°ü¾Ç»ê,1983-09-07,16.4,23.5,7.5,3.7,89.5,,7.5,8.0
116,°ü¾Ç»ê,1983-09-08,16.7,24.6,0.0,0.9,77.3,,9.5,4.75
116,°ü¾Ç»ê,1983-09-09,16.2,19.2,9.0,2.5,88.3,,10.0,13.43
116,°ü¾Ç»ê,1983-09-10,15.3,19.9,17.9,1.7,92.0,,10.0,17.58
116,°ü¾Ç»ê,1983-09-11,16.9,18.8,10.6,1.1,94.3,,10.0,24.0
116,°ü¾Ç»ê,1983-09-12,15.7,24.7,0.8,3.9,80.3,,5.8,6.7
116,°ü¾Ç»ê,1983-09-13,17.5,25.9,,3.1,75.3,,6.0,
116,°ü¾Ç»ê,1983-09-14,15.3,22.7,12.7,2.5,74.8,,9.3,1.28
116,°ü¾Ç»ê,1983-09-15,16.5,25.0,,3.6,69.5,,5.5,
116,°ü¾Ç»ê,1983-09-16,16.5,25.1,,2.4,78.3,,5.5,4.98
116,°ü¾Ç»ê,1983-09-17,16.3,24.9,,0.3,74.3,,0.8,
116,°ü¾Ç»ê,1983-09-18,16.4,26.2,,0.1,63.3,,3.8,
116,°ü¾Ç»ê,1983-09-19,15.1,26.5,,0.1,67.5,,4.5,
116,°ü¾Ç»ê,1983-09-20,17.7,26.9,,0.5,71.0,,4.3,
116,°ü¾Ç»ê,1983-09-21,15.8,22.6,1.3,1.5,76.5,,6.8,
116,°ü¾Ç»ê,1983-09-22,15.8,25.5,,1.1,63.3,,3.3,
116,°ü¾Ç»ê,1983-09-23,15.6,20.8,2.4,4.9,86.5,,10.0,1.58
116,°ü¾Ç»ê,1983-09-24,16.3,24.2,13.2,5.6,83.3,,8.5,9.22
116,°ü¾Ç»ê,1983-09-25,13.5,24.5,,2.7,52.3,,4.3,
116,°ü¾Ç»ê,1983-09-26,14.9,22.5,,2.0,49.8,,6.3,
116,°ü¾Ç»ê,1983-09-27,14.4,22.0,,3.3,61.5,,10.0,
116,°ü¾Ç»ê,1983-09-28,11.0,20.0,,4.1,58.3,,5.3,
116,°ü¾Ç»ê,1983-09-29,8.6,18.2,,1.0,67.8,,4.0,
116,°ü¾Ç»ê,1983-09-30,11.4,21.2,,3.0,78.3,,1.5,0.83
116,°ü¾Ç»ê,1983-10-01,14.4,20.6,29.3,4.2,88.3,,10.0,15.13
116,°ü¾Ç»ê,1983-10-02,14.2,19.8,,7.1,88.8,,9.3,15.62
116,°ü¾Ç»ê,1983-10-03,14.2,18.2,39.3,4.4,92.3,,9.3,9.95
116,°ü¾Ç»ê,1983-10-04,15.5,19.4,0.3,3.1,92.3,,9.8,
116,°ü¾Ç»ê,1983-10-05,7.4,18.0,,8.4,54.3,,1.5,
116,°ü¾Ç»ê,1983-10-06,6.8,18.2,,7.7,44.3,,0.0,
116,°ü¾Ç»ê,1983-10-07,9.7,14.7,3.8,2.4,65.3,,7.5,
116,°ü¾Ç»ê,1983-10-08,8.2,11.4,13.0,4.0,93.0,,10.0,16.38
116,°ü¾Ç»ê,1983-10-09,10.8,18.2,,3.5,82.3,,5.5,2.78
116,°ü¾Ç»ê,1983-10-10,12.1,19.5,,4.0,80.5,,2.5,3.62
116,°ü¾Ç»ê,1983-10-11,12.1,16.3,,1.8,88.3,,9.8,10.82
116,°ü¾Ç»ê,1983-10-12,11.0,17.5,0.0,2.8,79.3,,9.3,3.78
116,°ü¾Ç»ê,1983-10-13,7.3,12.2,4.0,4.8,89.8,,9.3,5.08
116,°ü¾Ç»ê,1983-10-14,8.1,17.1,,1.7,71.8,,6.8,5.57
116,°ü¾Ç»ê,1983-10-15,11.4,18.1,,1.0,70.0,,6.5,
116,°ü¾Ç»ê,1983-10-16,9.7,18.4,,3.9,65.8,,4.5,
116,°ü¾Ç»ê,1983-10-17,11.0,17.5,,3.1,60.3,,9.0,
116,°ü¾Ç»ê,1983-10-18,9.3,16.0,,1.3,77.8,,9.3,
116,°ü¾Ç»ê,1983-10-19,9.9,14.0,,4.8,88.0,,9.8,
116,°ü¾Ç»ê,1983-10-20,9.0,15.5,,,66.0,,6.5,
116,°ü¾Ç»ê,1983-10-21,8.8,16.5,,,55.8,,1.3,
116,°ü¾Ç»ê,1983-10-22,4.5,16.4,,5.6,66.3,,2.5,
116,°ü¾Ç»ê,1983-10-23,-0.6,10.3,,,49.3,,0.0,
116,°ü¾Ç»ê,1983-10-24,-1.7,9.2,,,51.0,,0.0,
116,°ü¾Ç»ê,1983-10-25,1.2,9.7,,1.8,42.3,,6.3,
116,°ü¾Ç»ê,1983-10-26,3.4,11.1,4.5,3.0,70.5,,10.0,
116,°ü¾Ç»ê,1983-10-27,4.7,13.3,,5.7,72.0,,1.3,
116,°ü¾Ç»ê,1983-10-28,6.7,14.1,,5.4,66.5,,3.3,
116,°ü¾Ç»ê,1983-10-29,6.7,15.6,,4.5,66.3,,0.0,
116,°ü¾Ç»ê,1983-10-30,5.9,14.1,5.9,3.3,57.8,,1.3,1.43
116,°ü¾Ç»ê,1983-10-31,5.3,12.0,,5.0,74.3,,4.3,9.52
116,°ü¾Ç»ê,1983-11-01,3.6,13.3,,4.3,51.5,,1.5,
116,°ü¾Ç»ê,1983-11-02,6.2,15.2,,6.9,80.3,,6.0,
116,°ü¾Ç»ê,1983-11-03,9.2,14.3,,5.6,85.0,,9.0,
116,°ü¾Ç»ê,1983-11-04,9.6,13.2,1.8,1.7,89.3,,9.3,8.1
116,°ü¾Ç»ê,1983-11-05,8.7,13.4,,2.4,86.8,,2.8,
116,°ü¾Ç»ê,1983-11-06,7.0,13.6,,3.3,67.8,,2.0,
116,°ü¾Ç»ê,1983-11-07,5.7,13.0,,1.5,61.0,,3.0,
116,°ü¾Ç»ê,1983-11-08,4.2,14.0,,2.3,49.8,,1.0,
116,°ü¾Ç»ê,1983-11-09,6.4,11.5,,1.1,54.3,,3.8,
116,°ü¾Ç»ê,1983-11-10,5.2,11.2,1.3,4.4,64.8,,8.0,4.97
116,°ü¾Ç»ê,1983-11-11,0.1,7.1,0.0,7.2,67.0,,7.0,2.3
116,°ü¾Ç»ê,1983-11-12,-2.9,3.3,,11.2,68.0,,5.5,
116,°ü¾Ç»ê,1983-11-13,-5.3,3.1,,7.7,64.0,,0.0,
116,°ü¾Ç»ê,1983-11-14,-2.5,8.0,,2.9,55.5,,0.8,
116,°ü¾Ç»ê,1983-11-15,2.0,8.1,6.2,5.3,83.8,,7.3,11.78
116,°ü¾Ç»ê,1983-11-16,-6.7,5.0,2.2,8.0,84.8,4.2,7.0,14.1
116,°ü¾Ç»ê,1983-11-17,-10.0,-3.9,,10.1,69.0,,3.3,
116,°ü¾Ç»ê,1983-11-18,-5.1,5.5,,7.5,65.3,,3.0,
116,°ü¾Ç»ê,1983-11-19,-2.2,8.1,,5.4,53.5,,0.0,
116,°ü¾Ç»ê,1983-11-20,2.1,10.7,,4.7,78.8,,2.5,
116,°ü¾Ç»ê,1983-11-21,1.4,8.1,,4.9,58.5,,6.5,
116,°ü¾Ç»ê,1983-11-22,1.8,10.7,,2.0,53.0,,4.0,
116,°ü¾Ç»ê,1983-11-23,3.9,7.4,2.4,5.3,82.3,,9.3,6.65
116,°ü¾Ç»ê,1983-11-24,-4.2,4.4,,9.1,67.8,,2.8,
116,°ü¾Ç»ê,1983-11-25,-6.9,2.2,0.3,8.8,51.8,0.7,2.5,2.8
116,°ü¾Ç»ê,1983-11-26,-8.4,-1.1,,11.8,42.5,0.6,0.0,
116,°ü¾Ç»ê,1983-11-27,-7.2,5.0,,6.3,36.0,,0.0,
116,°ü¾Ç»ê,1983-11-28,-0.4,7.4,,3.6,73.5,,4.3,
116,°ü¾Ç»ê,1983-11-29,2.7,7.2,0.7,5.6,77.5,,8.8,1.43
116,°ü¾Ç»ê,1983-11-30,-6.0,3.2,2.7,10.0,64.5,,3.8,2.7
116,°ü¾Ç»ê,1983-12-01,-6.3,3.3,,7.2,50.8,,0.0,
116,°ü¾Ç»ê,1983-12-02,0.3,7.7,,8.5,78.3,,2.0,
116,°ü¾Ç»ê,1983-12-03,-3.2,4.0,,7.6,51.3,,0.0,
116,°ü¾Ç»ê,1983-12-04,-5.8,3.2,,6.8,42.3,,2.3,
116,°ü¾Ç»ê,1983-12-05,-1.8,5.7,,9.0,64.0,,2.3,
116,°ü¾Ç»ê,1983-12-06,-3.8,3.4,,3.3,41.5,,0.0,
116,°ü¾Ç»ê,1983-12-07,-2.5,3.6,,3.7,69.8,,0.0,
116,°ü¾Ç»ê,1983-12-08,-2.5,6.7,,3.9,59.3,,4.0,
116,°ü¾Ç»ê,1983-12-09,-0.6,7.2,,5.2,80.0,,2.0,
116,°ü¾Ç»ê,1983-12-10,-0.6,7.6,,9.6,89.8,,10.0,12.17
116,°ü¾Ç»ê,1983-12-11,-5.6,-0.1,,9.2,55.3,,3.0,
116,°ü¾Ç»ê,1983-12-12,-6.4,3.2,0.0,7.5,60.8,,5.8,
116,°ü¾Ç»ê,1983-12-13,-2.1,6.5,1.3,9.5,76.5,,5.0,7.0
116,°ü¾Ç»ê,1983-12-14,-7.5,-0.8,,8.8,51.3,,0.0,
116,°ü¾Ç»ê,1983-12-15,-8.9,-0.8,,7.9,50.8,,0.3,
116,°ü¾Ç»ê,1983-12-16,-12.0,-3.9,0.0,6.5,43.0,,0.0,
116,°ü¾Ç»ê,1983-12-17,-10.9,-5.8,0.3,9.2,51.3,0.7,2.5,3.08
116,°ü¾Ç»ê,1983-12-18,-12.9,-1.8,,6.7,47.3,,0.0,
116,°ü¾Ç»ê,1983-12-19,-7.2,-0.4,,7.4,63.5,,0.0,
116,°ü¾Ç»ê,1983-12-20,-7.1,1.3,,2.4,37.8,,0.0,
116,°ü¾Ç»ê,1983-12-21,-3.9,2.4,,2.5,36.8,,6.5,
116,°ü¾Ç»ê,1983-12-22,-11.3,0.0,0.7,7.3,64.5,2.2,7.3,7.78
116,°ü¾Ç»ê,1983-12-23,-15.2,-7.2,,8.7,42.0,,0.0,
116,°ü¾Ç»ê,1983-12-24,-15.2,-7.8,3.8,11.1,75.5,7.2,4.5,0.58
116,°ü¾Ç»ê,1983-12-25,-16.8,-9.2,,5.9,47.5,,0.0,
116,°ü¾Ç»ê,1983-12-26,-11.5,-3.2,0.1,4.0,66.5,0.3,9.5,4.75
116,°ü¾Ç»ê,1983-12-27,-11.7,-6.4,,5.2,71.0,,0.0,2.58
116,°ü¾Ç»ê,1983-12-28,-13.2,-6.5,,7.9,67.3,,0.0,
116,°ü¾Ç»ê,1983-12-29,-14.4,-7.5,,3.9,65.3,,0.0,
116,°ü¾Ç»ê,1983-12-30,-10.3,-5.8,1.0,4.4,77.3,2.6,9.5,8.07
116,°ü¾Ç»ê,1983-12-31,-11.8,-5.0,,6.9,64.3,,0.8,
116,°ü¾Ç»ê,1984-01-01,-9.1,1.4,0.0,5.0,75.5,,3.3,
116,°ü¾Ç»ê,1984-01-02,-4.4,-1.0,2.3,3.2,85.3,9.6,10.0,11.2
116,°ü¾Ç»ê,1984-01-03,-10.3,-1.0,0.8,4.2,93.3,2.6,10.0,18.6
116,°ü¾Ç»ê,1984-01-04,-13.3,-8.1,,4.5,74.5,,0.0,
116,°ü¾Ç»ê,1984-01-05,-16.0,-8.5,,4.9,58.5,,0.0,
116,°ü¾Ç»ê,1984-01-06,-12.3,-5.2,,4.0,52.0,,0.0,
116,°ü¾Ç»ê,1984-01-07,-9.3,-3.3,0.3,4.0,77.0,0.8,7.5,
116,°ü¾Ç»ê,1984-01-08,-10.6,-3.6,,5.4,67.0,,0.0,
116,°ü¾Ç»ê,1984-01-09,-8.4,0.4,,6.9,72.3,,4.0,
116,°ü¾Ç»ê,1984-01-10,-6.9,0.4,,10.4,68.8,,5.0,12.42
116,°ü¾Ç»ê,1984-01-11,-9.8,-3.0,,7.6,51.5,,0.0,
116,°ü¾Ç»ê,1984-01-12,-8.7,-3.0,0.3,4.8,61.8,1.0,3.5,4.83
116,°ü¾Ç»ê,1984-01-13,-9.6,-2.6,,2.3,71.3,,0.0,
116,°ü¾Ç»ê,1984-01-14,-7.7,0.3,,7.3,83.5,,9.0,8.08
116,°ü¾Ç»ê,1984-01-15,-13.8,-3.2,,10.2,48.0,,6.3,1.5
116,°ü¾Ç»ê,1984-01-16,-17.0,-8.4,,10.2,48.3,,0.0,
116,°ü¾Ç»ê,1984-01-17,-15.8,-8.1,,7.3,40.0,,0.0,
116,°ü¾Ç»ê,1984-01-18,-14.3,-8.1,,6.6,37.5,,7.5,
116,°ü¾Ç»ê,1984-01-19,-13.0,-5.5,,4.9,37.3,,0.0,
116,°ü¾Ç»ê,1984-01-20,-12.6,-5.2,,5.0,40.5,,1.0,
116,°ü¾Ç»ê,1984-01-21,-10.2,-2.9,1.5,4.2,51.5,4.7,3.5,4.67
116,°ü¾Ç»ê,1984-01-22,-16.1,-8.1,0.0,7.2,58.5,0.0,0.5,1.67
116,°ü¾Ç»ê,1984-01-23,-12.3,-4.0,,4.5,55.5,,0.0,
116,°ü¾Ç»ê,1984-01-24,-12.8,-5.3,0.5,7.1,60.0,1.4,3.5,
116,°ü¾Ç»ê,1984-01-25,-14.7,-5.4,,8.0,48.5,,0.0,
116,°ü¾Ç»ê,1984-01-26,-17.3,-8.5,,9.1,51.5,,0.0,
116,°ü¾Ç»ê,1984-01-27,-17.0,-8.6,,7.9,52.5,,0.0,
116,°ü¾Ç»ê,1984-01-28,-16.0,-7.1,,9.0,61.0,,0.0,
116,°ü¾Ç»ê,1984-01-29,-14.2,-6.0,,5.3,50.3,,5.0,
116,°ü¾Ç»ê,1984-01-30,-10.3,-4.3,,2.9,43.5,,10.0,
116,°ü¾Ç»ê,1984-01-31,-8.6,-1.1,,5.8,36.5,,5.0,
116,°ü¾Ç»ê,1984-02-01,-9.7,-1.8,0.5,7.3,71.8,1.2,5.0,
116,°ü¾Ç»ê,1984-02-02,-17.6,-8.7,,9.6,53.0,,0.0,
116,°ü¾Ç»ê,1984-02-03,-18.6,-7.7,,6.3,46.5,,0.0,
116,°ü¾Ç»ê,1984-02-04,-11.4,-2.7,,2.7,48.5,,4.8,
116,°ü¾Ç»ê,1984-02-05,-14.4,-2.7,0.1,10.1,62.3,0.5,7.0,
116,°ü¾Ç»ê,1984-02-06,-18.7,-9.6,,11.2,44.0,,0.0,
116,°ü¾Ç»ê,1984-02-07,-18.3,-8.0,,9.7,43.5,,0.0,
116,°ü¾Ç»ê,1984-02-08,-16.5,-5.3,,9.9,51.3,,0.0,
116,°ü¾Ç»ê,1984-02-09,-16.2,-6.0,,7.7,49.5,,0.0,
116,°ü¾Ç»ê,1984-02-10,-12.3,-1.9,,1.5,36.3,,4.0,
116,°ü¾Ç»ê,1984-02-11,-6.9,2.3,,1.4,18.0,,0.0,
116,°ü¾Ç»ê,1984-02-12,-5.8,2.8,,4.5,39.8,,0.0,
116,°ü¾Ç»ê,1984-02-13,-7.7,-1.0,0.5,6.3,80.5,0.9,5.0,
116,°ü¾Ç»ê,1984-02-14,-9.0,-0.5,,8.3,55.3,,0.0,
116,°ü¾Ç»ê,1984-02-15,-10.2,-0.8,,7.7,51.8,,2.3,
116,°ü¾Ç»ê,1984-02-16,-10.4,-3.0,,2.3,45.5,,6.0,
116,°ü¾Ç»ê,1984-02-17,-8.3,-0.3,,7.5,42.8,,4.0,
116,°ü¾Ç»ê,1984-02-18,-9.2,2.3,,7.3,48.8,,0.0,
116,°ü¾Ç»ê,1984-02-19,-7.6,1.7,,3.2,54.0,,1.8,
116,°ü¾Ç»ê,1984-02-20,-7.0,3.6,,6.5,70.3,,0.8,
116,°ü¾Ç»ê,1984-02-21,-4.0,5.1,,3.0,35.5,,2.5,
116,°ü¾Ç»ê,1984-02-22,-1.1,1.5,0.4,1.5,56.5,1.2,7.5,
116,°ü¾Ç»ê,1984-02-23,-2.4,1.4,2.0,3.4,93.3,6.0,10.0,22.28
116,°ü¾Ç»ê,1984-02-24,-2.9,2.9,,1.3,78.3,,7.5,
116,°ü¾Ç»ê,1984-02-25,-0.8,3.2,1.8,2.1,69.5,4.0,10.0,0.33
116,°ü¾Ç»ê,1984-02-26,-9.1,0.1,0.9,8.1,71.5,3.5,5.0,10.5
116,°ü¾Ç»ê,1984-02-27,-11.4,-0.9,,10.2,48.3,,0.0,
116,°ü¾Ç»ê,1984-02-28,-11.7,-2.0,,7.7,51.3,,2.8,
116,°ü¾Ç»ê,1984-02-29,-12.7,-1.8,,8.7,52.8,,0.5,
116,°ü¾Ç»ê,1984-03-01,-8.2,0.1,1.0,7.2,82.0,2.0,9.8,7.12
116,°ü¾Ç»ê,1984-03-02,-8.2,1.0,0.5,7.0,69.0,1.0,5.5,7.75
116,°ü¾Ç»ê,1984-03-03,-9.1,1.2,,7.3,64.5,,3.3,
116,°ü¾Ç»ê,1984-03-04,-9.9,-0.8,0.0,5.8,58.3,0.0,2.3,
116,°ü¾Ç»ê,1984-03-05,-7.8,0.6,,3.8,71.5,,7.3,
116,°ü¾Ç»ê,1984-03-06,-6.8,2.5,0.0,6.8,59.0,0.0,4.0,
116,°ü¾Ç»ê,1984-03-07,-6.6,3.6,,8.1,64.5,,1.8,
116,°ü¾Ç»ê,1984-03-08,-5.3,6.2,,6.9,58.8,,0.0,
116,°ü¾Ç»ê,1984-03-09,-5.4,4.1,0.8,5.3,75.3,2.4,7.5,3.55
116,°ü¾Ç»ê,1984-03-10,-7.9,0.5,0.0,8.1,59.8,0.0,4.3,
116,°ü¾Ç»ê,1984-03-11,-7.2,3.0,,9.2,73.8,,5.0,
116,°ü¾Ç»ê,1984-03-12,-4.0,3.8,,7.9,56.8,,7.8,
116,°ü¾Ç»ê,1984-03-13,-4.7,2.7,,3.9,34.3,,9.3,
116,°ü¾Ç»ê,1984-03-14,-0.5,8.8,,1.3,35.8,,2.5,
116,°ü¾Ç»ê,1984-03-15,1.0,4.4,,3.5,52.8,,7.5,
116,°ü¾Ç»ê,1984-03-16,-2.3,4.8,0.7,9.6,72.3,1.3,7.5,
116,°ü¾Ç»ê,1984-03-17,-3.5,4.5,,8.2,65.8,,0.3,
116,°ü¾Ç»ê,1984-03-18,-4.1,5.8,,2.2,45.0,,5.0,
116,°ü¾Ç»ê,1984-03-19,-2.0,9.1,,1.6,48.0,,3.5,
116,°ü¾Ç»ê,1984-03-20,-4.4,1.2,3.8,5.0,61.8,10.1,5.5,6.55
116,°ü¾Ç»ê,1984-03-21,-6.0,3.4,,6.9,65.5,,3.3,
116,°ü¾Ç»ê,1984-03-22,-3.4,4.5,,2.8,42.0,,3.3,
116,°ü¾Ç»ê,1984-03-23,-2.8,4.0,,3.1,37.8,,7.3,
116,°ü¾Ç»ê,1984-03-24,-2.6,4.7,0.7,7.1,71.8,2.0,5.0,6.97
116,°ü¾Ç»ê,1984-03-25,-5.0,5.5,0.0,8.8,49.3,0.0,2.0,
116,°ü¾Ç»ê,1984-03-26,-6.3,5.0,,3.3,44.0,,2.5,
116,°ü¾Ç»ê,1984-03-27,-1.3,4.8,0.4,4.8,73.3,0.6,6.0,3.32
116,°ü¾Ç»ê,1984-03-28,-2.5,7.1,0.0,5.5,46.3,0.0,5.0,
116,°ü¾Ç»ê,1984-03-29,2.1,11.5,0.1,8.1,61.5,,8.0,
116,°ü¾Ç»ê,1984-03-30,3.8,9.1,,5.4,82.0,,9.5,12.62
116,°ü¾Ç»ê,1984-03-31,1.2,6.0,,2.4,75.0,,7.5,2.57
116,°ü¾Ç»ê,1984-04-01,-0.2,10.7,,2.5,60.8,,1.0,
116,°ü¾Ç»ê,1984-04-02,1.7,8.4,,2.5,63.8,,4.8,
116,°ü¾Ç»ê,1984-04-03,3.7,17.9,,1.9,59.5,,2.8,
116,°ü¾Ç»ê,1984-04-04,8.3,15.1,0.0,1.9,48.5,,8.5,
116,°ü¾Ç»ê,1984-04-05,-1.2,9.2,14.6,8.1,88.3,,9.0,10.77
116,°ü¾Ç»ê,1984-04-06,-3.3,6.5,,8.7,44.3,,0.8,
116,°ü¾Ç»ê,1984-04-07,-0.6,11.2,,6.0,43.0,,0.0,
116,°ü¾Ç»ê,1984-04-08,2.2,14.3,,1.7,49.3,,5.3,
116,°ü¾Ç»ê,1984-04-09,4.5,11.4,,1.6,54.3,,6.8,
116,°ü¾Ç»ê,1984-04-10,4.2,14.8,,5.4,54.3,,3.0,
116,°ü¾Ç»ê,1984-04-11,6.0,16.3,,6.1,44.0,,3.8,
116,°ü¾Ç»ê,1984-04-12,8.4,18.0,,3.3,35.0,,4.5,
116,°ü¾Ç»ê,1984-04-13,6.1,17.7,,3.2,38.3,,1.5,
116,°ü¾Ç»ê,1984-04-14,7.5,17.1,0.0,3.7,47.0,,5.3,
116,°ü¾Ç»ê,1984-04-15,7.4,14.8,2.4,3.2,69.0,,8.3,
116,°ü¾Ç»ê,1984-04-16,9.9,17.5,,7.4,90.5,,8.3,7.83
116,°ü¾Ç»ê,1984-04-17,8.9,14.6,0.4,8.2,98.3,,10.0,24.0
